Date,Store_ID,Product_ID,Product_Category,Brand,Store_Location,Customer_Segment,Promotion_Type,Units_Sold,Unit_Price,Prev_Week_Sales,Month,Day,Weekday,Quarter,Promotion,Loyalty_Used,Comp_Price,Temp,Holiday,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Sales
2025-01-01,S007,P033,,BrandE,North,Corporate,None,3.0,11.3,24.0,1.0,1.0,2.0,1.0,0.0,0.0,13.34,32.0,0.0,38.404263839110044,63.84887847991355,48.46895169363074,10.375634353585639,94.04971985130108,,40.336430502635324,93.30776530661451,39.00860387802136,93.62403878072033,72.19769617985308,68.38430306453614,65.45661912235981,70.92971369176652,65.70651825329455,41.15637719010303,94.09461932706544,89.70473882101909,19.237309226246914,,24.652129583936834,67.27125264867702,18.06271761615774,87.31593591894047,14.160257561298838,68.2827644568546,60.142658522480076,93.88597764356578,57.1945362407002,66.66154568195348,16.1395917744793,0.1433398647030404,44.8554856045705,31.77475645481276,84.14506733068134,4.006056326058294,76.49393184016161,76.6172589297181,87.68916778163262,,64.35354782857308,59.20248165277222,39.505843451227506,51.75988248754383,4.378392066987491,11.676635982033511,1.1876990741532922,,18.325288572775346,80.16367795731624,33.9
,S004,,Sports,BrandB,South,Family,BOGO,87.0,,2.0,1.0,2.0,3.0,1.0,0.0,0.0,31.99,27.0,1.0,66.62678614790384,31.974319540769493,2.6867654044935296,29.542203631376495,95.28343891705843,88.8746516813813,67.6472143492411,87.06714682143208,19.45479696999113,86.6691348399395,93.77416549348222,79.20445910489612,95.40939149023006,5.0035836434756735,73.23041922194659,51.88083120843535,52.11489055050904,92.61583305258681,75.24720150537384,63.942464017657095,80.30945758806354,78.42857717404688,64.75077574012373,3.216247497705027,37.5727257062436,89.74069691923586,34.727723487626996,60.7332090920629,98.69950774543729,69.88373557942195,1.311667577348441,45.11460431137604,22.34273167496692,13.977696593814294,,67.62468120618401,50.65693120572092,31.454449453892273,11.883738890049111,35.083823149445415,39.370542292900446,29.49032530964255,90.1188767898186,32.32512358984363,69.30296688983692,37.01226204775434,11.650678182274099,20.643888447714776,84.79854599282461,39.051626055826574,1519.02
2025-01-03,,P043,Tools,BrandB,North,Student,None,90.0,48.72,86.0,1.0,3.0,4.0,,0.0,1.0,43.77,29.0,,98.88355313891644,5.711716337044326,38.04818854930359,9.055946760092048,23.93322865473586,6.167458362095745,,42.18298355226534,73.16795987874818,98.25789229922046,9.125165911904809,29.274154858315992,77.5160928528937,6.939531494054208,,3.3650332135056638,99.72272046291317,37.8849611922189,93.70883981064961,,61.204962144815326,66.68666361205591,13.636565385124133,89.584389046679,28.214212872171007,33.25734918766236,18.703458569265706,15.83892611869916,82.58634210423187,,82.13123443293455,,30.967020009015954,7.520879035199179,78.00739356232907,64.08723774527127,81.45787260026688,22.774393983405517,41.49585022025196,43.54598847891481,,90.55090812962867,97.11717690288482,88.75887121039754,50.406148268399285,30.764732461884137,,77.10565709064655,57.79111725598561,74.49242672829998,4384.8
2025-01-04,S005,P037,Books,BrandA,South,Family,Bundle,37.0,19.91,81.0,1.0,4.0,5.0,1.0,1.0,0.0,44.09,21.0,1.0,22.572772383912742,13.762973439836134,10.61255854909955,66.8003250743014,62.41134200456544,45.006417041575816,81.87468103841915,69.13017693352289,15.414752433633417,52.7834037561274,1.950264761052023,7.918640910862584,80.36351471536935,80.2679162705919,82.0496444657855,67.44325564685968,52.481675036474115,17.356068007281888,8.744908436888664,66.21730123235727,37.689501688521375,89.98795205711521,58.93809380091738,65.20826828797433,86.0870123554672,94.48890262149536,34.77650209146279,50.214845263698514,26.469837771100657,44.841620796905524,63.66545593457879,73.79863822751616,70.0624358162301,4.488568549672312,49.23951254805192,96.37791364163036,83.61930977524904,40.67405538411148,27.174978672052564,0.3961834270900244,55.46785254349391,44.140439987647476,90.9562660127572,,47.555284200238056,27.9254780914453,84.87193289276142,96.47478149424266,26.622319397971562,94.85263292443564,748.36
2025-01-05,S007,P012,Food,BrandE,Central,Senior,Bundle,88.0,26.69,14.0,1.0,5.0,6.0,1.0,,1.0,37.6,32.0,0.0,38.98997462910806,0.09294168699610639,53.13568317526952,13.332681634257515,47.40762641078577,,11.668911993589981,90.28293070359646,85.56436641449466,78.79309384377669,80.57047924812035,48.782283738188106,53.16007490178934,80.9032699507332,4.470693141886195,40.4605882946863,54.39364122902683,91.28388581939751,55.79007788105093,70.66836957051235,0.13679843635368005,28.515902951006733,56.776122548108,73.75381875483788,48.835462028120034,1.3581587898769731,,86.25568325238507,72.57565219049737,65.69041059597566,22.932124128768837,91.9934731781395,22.41906988393989,16.17961748902408,95.15298364183005,96.66226101597636,36.048672167611706,2.4225862412799337,1.4928967236017665,49.2082574220892,39.634344583103676,29.264996453855417,45.49596643662088,99.83543513232264,69.15583668255432,46.81960449310212,48.61644657483969,25.900207179449154,27.35531405685112,30.628699352633515,2380.89
2025-01-06,S003,P003,Food,,East,Senior,Discount,49.0,13.82,10.0,1.0,6.0,0.0,1.0,1.0,0.0,38.56,13.0,1.0,48.00473773100856,90.32236273447073,39.577767966043076,85.18459258388879,87.5685127586106,56.65181655878301,65.60013546531093,85.0429487678928,51.46695240518275,84.04003314893404,10.816938755075933,31.458154654622728,18.678080716237066,24.53047170590812,75.54311006220276,44.54776830833458,39.18430129328524,9.255544586102825,25.388084612403194,89.30299580859679,44.65993013486268,90.06167321019494,97.1005183639642,0.26074633926337354,2.6847934415666352,34.90825382652372,26.303779908503312,67.14966700324617,21.43003493847345,74.46890216377804,41.84339600772948,4.193801430256716,62.172661530888185,3.014379479774165,19.069852978743473,37.77993262020439,40.03445182163753,91.87556768683494,78.84462607929984,25.581980319293464,46.38940204404267,58.85518145706807,77.88972975820573,16.865595932648535,19.62320462190441,91.28738429764634,61.697828086725856,81.82588010354492,39.03803901438524,8.955463674379892,695.05
2025-01-07,S007,P001,Food,BrandE,Central,Family,Discount,19.0,32.49,35.0,1.0,7.0,1.0,1.0,0.0,0.0,30.11,32.0,0.0,13.801548702005173,2.461798384123859,61.31519111030179,81.7191050726641,27.143086427605322,64.95429586036605,34.114932581968304,41.43270140202077,10.57006038793007,64.80316573308617,98.66967960804239,20.208316500792368,42.55633657183516,61.522820280020355,26.707194134908775,87.36727271797648,31.004041873141432,72.16883912281637,13.905912579392954,95.58616803747381,27.671999754229926,13.08635259433787,88.33864870490224,62.823943403723234,70.79644068383966,13.20984017287402,42.688669570916595,,78.23464080813912,,80.14432687281142,39.55821119160967,58.97376125562032,73.26422424425209,91.56170920738992,58.98419118882183,88.87567185390259,38.70142659661246,81.32842131676772,5.61504540245179,,13.697450097106467,15.369948375502595,8.786783586782876,98.14886636617199,56.80502544030297,28.96460103807249,22.79326573371544,46.012721666679425,23.229843631492564,617.31
2025-01-08,S008,P033,Books,BrandC,Central,Corporate,None,89.0,17.63,25.0,1.0,,,1.0,1.0,1.0,31.31,25.0,0.0,8.103861046505678,20.945576950951107,80.56022187702384,1.366168547060942,0.3702406832416849,30.262318292875502,74.75129705824767,11.238604932226071,69.40723335309843,33.874990421450725,61.93482489588372,95.26421308008614,54.94895735118204,44.318007514465954,47.683777485807155,46.183443456060836,25.15455531329448,14.049731486080164,21.898022989155752,51.43209323909114,10.434661332556061,65.95303190299806,94.55533437674526,58.8486163711026,38.869809782660255,12.661982904502366,38.6770234881682,25.039931386564028,14.755763997734217,8.345211573779343,53.87001860913857,99.68149760709497,97.04174793868637,24.86141190217397,25.85303612677231,14.135737488837874,52.47292604295243,98.8556604843565,22.122906177531643,91.10212987647948,60.76463832614718,56.15490728028784,9.483261381920883,13.939726746634395,64.5306530272449,52.12315045866192,79.2830752100424,67.96003918250835,8.250508473688267,22.209283111256262,1581.57
2025-01-09,S005,P040,Food,BrandD,West,Corporate,,85.0,14.31,3.0,1.0,9.0,3.0,1.0,0.0,1.0,11.01,32.0,0.0,82.97228663216244,,29.96686838414908,89.57263555151145,16.25612059314151,45.998166967810086,54.976455126602,7.563036383454946,51.91630395745405,46.99784346577944,65.08663952541407,44.39882143420303,67.84192517137123,63.2696041403513,82.26362715572205,2.1192246227852762,34.342061613067386,38.938685466769215,57.77630674977075,79.84945335265625,7.515856533808485,54.76306513801775,11.360236947397961,53.72055563862999,53.11467633710123,81.54294940115683,76.55900637910602,88.83513770475419,47.35538335472381,77.14397690943608,30.01598764459783,73.26719700006686,6.0781842484669895,36.87404269320091,10.272337368685204,6.645652595713402,86.6943495941869,76.14494208074129,15.1240250040368,32.2418733886932,75.89598154427607,5.611147851974019,87.69014678307279,26.929096758459625,36.56561746118562,80.6548435161058,60.33174468894399,8.361346903152633,84.1999165666328,74.1849417460254,1216.35
2025-01-10,S004,P010,Clothing,BrandE,West,Senior,None,12.0,28.25,17.0,1.0,10.0,4.0,1.0,0.0,1.0,24.97,25.0,1.0,97.67943728275861,35.65713259508191,96.21021041650275,2.894431674336706,34.952280116939804,27.93394852765595,45.23530384787162,57.70640452257027,29.805757179480953,85.79170722435677,19.88917029380174,17.470859204878565,60.77091118319272,86.28792840992251,27.135903519113704,22.74908908690624,45.98510809004321,41.155574654502736,6.513450144396105,96.45095559916548,34.7558327311602,49.46359404155894,86.81484372541888,78.5866856705885,89.37874270099981,91.83683147501229,88.37870622601443,75.56113318241721,79.06061983060746,4.781635274336182,26.718451717068547,95.31876437058071,10.812260729606148,82.27162138158829,,43.27798722589024,62.676946175780735,8.051500979931047,14.456085362219717,42.60852636727043,42.97412041232745,60.68886817472075,3.112014570324839,41.67869915679561,60.02022080701612,,69.48257054559151,58.529564038226,12.154106932419406,6.185818172511737,339.0
